"UP 2210"
"Version"	"1.61"	"1.61"
"Serialnumber:"	26001555
"Main comment"	"Measure 1"
"Start:"	"2010-10-25"	"13:00:00"
"End:"	"2010-11-02"	"11:10:00"
"Storage interval:"	"0:10:00"



"Channel/Method"	"Comment"	"Range"	"Min"	"Max"
"U1  [V] Voltage"	""	""	120.840	133.841
"U2  [V] Voltage"	""	""	115.494	129.881
"U3  [V] Voltage"	""	""	108.465	122.787
"S1-7  [VA] 3-Wattmeter"	""	""	15120.000	40600.000
"Wp1-7  [Wh] Energy"	"10"	""	2170.000	6580.000




Date	Time	"U1  [V]"	"U2  [V]"	"U3  [V]"	"S1-7  [VA]"	"Wp1-7  [Wh]"	
"25/10/2010"	"13:10:00"	128.429	124.305	117.309	20300.000	3080.000	
"25/10/2010"	"13:20:00"	127.406	123.018	116.418	21420.000	3266.670	
"25/10/2010"	"13:30:00"	126.450	121.896	115.395	21700.000	3313.330	
"25/10/2010"	"13:40:00"	126.351	121.698	115.197	23520.000	3616.670	
"25/10/2010"	"13:50:00"	126.219	121.566	115.065	23940.000	3686.670	
"25/10/2010"	"14:00:00"	126.120	121.335	114.933	23240.000	3546.670	
"25/10/2010"	"14:10:00"	126.120	121.335	114.933	22400.000	3476.670	
"25/10/2010"	"14:20:00"	126.384	121.533	115.032	22960.000	3546.670	
"25/10/2010"	"14:30:00"	126.120	121.434	114.900	23240.000	3616.670	
"25/10/2010"	"14:40:00"	126.252	121.896	115.197	24780.000	3850.000	
"25/10/2010"	"14:50:00"	126.120	121.929	115.296	25620.000	3966.670	
"25/10/2010"	"15:00:00"	126.351	121.995	115.329	24920.000	3873.330	
"25/10/2010"	"15:10:00"	127.010	122.622	115.956	25060.000	3896.670	
"25/10/2010"	"15:20:00"	127.175	122.787	116.088	23800.000	3616.670	
"25/10/2010"	"15:30:00"	127.241	122.952	116.253	24220.000	3710.000	
"25/10/2010"	"15:40:00"	127.901	123.546	116.814	23800.000	3640.000	
"25/10/2010"	"15:50:00"	128.297	124.008	117.276	22260.000	3430.000	
"25/10/2010"	"16:00:00"	129.089	124.998	118.068	21980.000	3383.330	
"25/10/2010"	"16:10:00"	129.914	125.823	118.926	21700.000	3336.670	
"25/10/2010"	"16:20:00"	130.904	126.845	119.718	22400.000	3476.670	
"25/10/2010"	"16:30:00"	131.729	127.769	120.543	22120.000	3406.670	
"25/10/2010"	"16:40:00"	131.861	127.934	120.774	21560.000	3336.670	
"25/10/2010"	"16:50:00"	132.983	128.990	121.797	21840.000	3360.000	
"25/10/2010"	"17:00:00"	133.577	129.551	122.325	21560.000	3313.330	
"25/10/2010"	"17:10:00"	132.191	128.099	121.038	21000.000	3220.000	
"25/10/2010"	"17:20:00"	131.036	126.714	119.916	21560.000	3336.670	
"25/10/2010"	"17:30:00"	129.716	125.262	118.497	22400.000	3476.670	
"25/10/2010"	"17:40:00"	127.967	123.381	116.517	23240.000	3640.000	
"25/10/2010"	"17:50:00"	126.219	121.203	114.438	23380.000	3710.000	
"25/10/2010"	"18:00:00"	125.262	120.345	113.250	24920.000	3966.670	
"25/10/2010"	"18:10:00"	124.998	119.982	112.722	25900.000	4106.670	
"25/10/2010"	"18:20:00"	124.767	119.685	112.359	25200.000	3990.000	
"25/10/2010"	"18:30:00"	124.602	119.487	112.194	25060.000	3990.000	
"25/10/2010"	"18:40:00"	124.239	119.091	111.864	26600.000	4223.330	
"25/10/2010"	"18:50:00"	123.909	118.596	111.270	24920.000	3943.330	
"25/10/2010"	"19:00:00"	123.447	118.002	110.808	26460.000	4223.330	
"25/10/2010"	"19:10:00"	123.414	117.870	110.643	27300.000	4363.330	
"25/10/2010"	"19:20:00"	123.150	117.441	110.247	30940.000	4993.330	
"25/10/2010"	"19:30:00"	122.820	116.979	109.851	32200.000	5203.330	
"25/10/2010"	"19:40:00"	122.655	116.682	109.554	32060.000	5203.330	
"25/10/2010"	"19:50:00"	122.325	116.418	109.191	31640.000	5133.330	
"25/10/2010"	"20:00:00"	121.995	116.187	108.960	32060.000	5180.000	
"25/10/2010"	"20:10:00"	121.698	116.055	108.828	31500.000	5040.000	
"25/10/2010"	"20:20:00"	121.302	115.692	108.597	30520.000	4853.330	
"25/10/2010"	"20:30:00"	121.467	115.626	108.663	31640.000	5063.330	
"25/10/2010"	"20:40:00"	121.401	115.494	108.729	32060.000	5133.330	
"25/10/2010"	"20:50:00"	121.467	115.692	108.828	30380.000	4876.670	
"25/10/2010"	"21:00:00"	121.764	116.154	109.059	31500.000	5063.330	
"25/10/2010"	"21:10:00"	122.094	116.649	109.554	32760.000	5250.000	
"25/10/2010"	"21:20:00"	122.688	117.309	110.181	32200.000	5133.330	
"25/10/2010"	"21:30:00"	123.051	117.639	110.346	31500.000	5040.000	
"25/10/2010"	"21:40:00"	122.457	116.979	109.785	30940.000	4946.670	
"25/10/2010"	"21:50:00"	122.886	117.276	110.148	28280.000	4526.670	
"25/10/2010"	"22:00:00"	123.117	117.573	110.478	28700.000	4573.330	
"25/10/2010"	"22:10:00"	123.546	118.002	111.006	28700.000	4550.000	
"25/10/2010"	"22:20:00"	124.107	118.629	111.600	29680.000	4713.330	
"25/10/2010"	"22:30:00"	124.668	119.355	112.128	30660.000	4853.330	
"25/10/2010"	"22:40:00"	124.866	119.685	112.293	30380.000	4853.330	
"25/10/2010"	"22:50:00"	125.460	120.345	112.821	29820.000	4736.670	
"25/10/2010"	"23:00:00"	126.417	121.302	113.877	30520.000	4853.330	
"25/10/2010"	"23:10:00"	126.483	121.302	113.844	30100.000	4783.330	
"25/10/2010"	"23:20:00"	124.569	119.157	111.798	29540.000	4690.000	
"25/10/2010"	"23:30:00"	123.744	118.398	111.138	30240.000	4806.670	
"25/10/2010"	"23:40:00"	124.008	118.761	111.402	28980.000	4596.670	
"25/10/2010"	"23:50:00"	124.239	119.025	111.765	28420.000	4503.330	
"26/10/2010"	"00:00:00"	124.503	119.322	112.062	29120.000	4620.000	
"26/10/2010"	"00:10:00"	124.965	119.751	112.392	29120.000	4620.000	
"26/10/2010"	"00:20:00"	125.328	120.180	112.920	29120.000	4596.670	
"26/10/2010"	"00:30:00"	125.328	120.246	113.052	29260.000	4620.000	
"26/10/2010"	"00:40:00"	125.361	120.345	112.953	27720.000	4386.670	
"26/10/2010"	"00:50:00"	125.757	120.708	113.349	27860.000	4386.670	
"26/10/2010"	"01:00:00"	125.856	120.873	113.481	27720.000	4363.330	
"26/10/2010"	"01:10:00"	126.120	121.170	113.679	27160.000	4293.330	
"26/10/2010"	"01:20:00"	126.252	121.302	113.910	27580.000	4363.330	
"26/10/2010"	"01:30:00"	127.076	122.226	114.834	28280.000	4456.670	
"26/10/2010"	"01:40:00"	127.505	122.622	115.263	26880.000	4223.330	
"26/10/2010"	"01:50:00"	127.736	122.754	115.428	27440.000	4363.330	
"26/10/2010"	"02:00:00"	127.868	122.853	115.362	24780.000	3896.670	
"26/10/2010"	"02:10:00"	128.594	123.612	116.319	26040.000	4106.670	
"26/10/2010"	"02:20:00"	129.419	124.635	117.210	25340.000	3990.000	
"26/10/2010"	"02:30:00"	129.914	125.031	117.573	25620.000	4036.670	
"26/10/2010"	"02:40:00"	128.792	123.942	116.451	25340.000	3966.670	
"26/10/2010"	"02:50:00"	128.891	124.107	116.583	25620.000	4013.330	
"26/10/2010"	"03:00:00"	128.924	124.272	116.880	24640.000	3850.000	
"26/10/2010"	"03:10:00"	128.924	124.437	116.946	26180.000	4060.000	
"26/10/2010"	"03:20:00"	128.990	124.536	117.045	27720.000	4340.000	
"26/10/2010"	"03:30:00"	129.188	124.635	117.111	26460.000	4130.000	
"26/10/2010"	"03:40:00"	129.254	124.932	117.309	27020.000	4223.330	
"26/10/2010"	"03:50:00"	129.386	124.899	117.441	26460.000	4106.670	
"26/10/2010"	"04:00:00"	129.683	125.163	117.738	25200.000	3966.670	
"26/10/2010"	"04:10:00"	129.815	125.328	117.936	25480.000	3990.000	
"26/10/2010"	"04:20:00"	130.112	125.592	118.233	23800.000	3710.000	
"26/10/2010"	"04:30:00"	130.079	125.724	118.200	25620.000	4013.330	
"26/10/2010"	"04:40:00"	130.376	125.889	118.365	23940.000	3710.000	
"26/10/2010"	"04:50:00"	130.508	126.153	118.629	24220.000	3780.000	
"26/10/2010"	"05:00:00"	130.310	126.054	118.629	24920.000	3896.670	
"26/10/2010"	"05:10:00"	129.914	125.559	118.134	24780.000	3873.330	
"26/10/2010"	"05:20:00"	130.079	125.559	118.233	24080.000	3756.670	
"26/10/2010"	"05:30:00"	130.541	126.021	118.728	24780.000	3896.670	
"26/10/2010"	"05:40:00"	131.894	127.505	120.147	26740.000	4176.670	
"26/10/2010"	"05:50:00"	132.521	128.264	120.840	24080.000	3663.330	
"26/10/2010"	"06:00:00"	133.247	129.056	121.731	22820.000	3476.670	
"26/10/2010"	"06:10:00"	133.841	129.881	122.787	20440.000	3056.670	
"26/10/2010"	"06:20:00"	133.643	129.716	122.523	19040.000	2846.670	
"26/10/2010"	"06:30:00"	133.313	129.419	122.094	19740.000	2963.330	
"26/10/2010"	"06:40:00"	133.115	129.386	122.127	20300.000	3033.330	
"26/10/2010"	"06:50:00"	133.214	129.419	122.226	20160.000	3010.000	
"26/10/2010"	"07:00:00"	133.181	129.485	122.160	20300.000	3033.330	
"26/10/2010"	"07:10:00"	132.950	129.254	121.929	20160.000	3033.330	
"26/10/2010"	"07:20:00"	132.653	128.957	121.533	18340.000	2753.330	
"26/10/2010"	"07:30:00"	132.620	129.089	121.665	18620.000	2823.330	
"26/10/2010"	"07:40:00"	132.224	128.627	121.170	19040.000	2870.000	
"26/10/2010"	"07:50:00"	130.904	127.241	119.982	18340.000	2776.670	
"26/10/2010"	"08:00:00"	129.221	125.625	118.431	19040.000	2916.670	
"26/10/2010"	"08:10:00"	127.868	124.239	117.243	17360.000	2636.670	
"26/10/2010"	"08:20:00"	127.340	123.546	116.682	17920.000	2730.000	
"26/10/2010"	"08:30:00"	127.340	123.612	116.682	17780.000	2730.000	
"26/10/2010"	"08:40:00"	127.604	123.876	116.814	17640.000	2776.670	
"26/10/2010"	"08:50:00"	126.878	123.117	116.121	18200.000	2870.000	
"26/10/2010"	"09:00:00"	129.485	126.054	118.794	17920.000	2823.330	
"26/10/2010"	"09:10:00"	129.452	125.955	118.728	18060.000	2823.330	
"26/10/2010"	"09:20:00"	129.188	125.625	118.563	17360.000	2636.670	
"26/10/2010"	"09:30:00"	128.660	125.097	118.068	17920.000	2753.330	
"26/10/2010"	"09:40:00"	128.264	124.767	117.804	18900.000	2893.330	
"26/10/2010"	"09:50:00"	128.132	124.536	117.738	19880.000	3033.330	
"26/10/2010"	"10:00:00"	128.462	124.767	117.870	18200.000	2753.330	
"26/10/2010"	"10:10:00"	128.462	124.800	117.936	17220.000	2636.670	
"26/10/2010"	"10:20:00"	128.066	124.470	117.540	17640.000	2730.000	
"26/10/2010"	"10:30:00"	128.561	125.031	118.068	17220.000	2636.670	
"26/10/2010"	"10:40:00"	128.891	125.691	118.530	18480.000	2753.330	
"26/10/2010"	"10:50:00"	128.957	125.658	118.464	19180.000	2846.670	
"26/10/2010"	"11:00:00"	129.023	125.526	118.365	18480.000	2753.330	
"26/10/2010"	"11:10:00"	128.825	125.130	118.167	16380.000	2403.330	
"26/10/2010"	"11:20:00"	128.000	124.470	117.573	18340.000	2636.670	
"26/10/2010"	"11:30:00"	127.802	124.239	117.078	15960.000	2356.670	
"26/10/2010"	"11:40:00"	127.373	123.711	116.682	15540.000	2170.000	
"26/10/2010"	"11:50:00"	127.010	123.216	116.220	15400.000	2240.000	
"26/10/2010"	"12:00:00"	126.252	122.424	115.527	16380.000	2426.670	
"26/10/2010"	"12:10:00"	126.285	122.358	115.527	15680.000	2310.000	
"26/10/2010"	"12:20:00"	125.691	121.929	114.999	18340.000	2706.670	
"26/10/2010"	"12:30:00"	127.835	124.173	116.946	17780.000	2636.670	
"26/10/2010"	"12:40:00"	127.604	123.645	116.517	19320.000	2963.330	
"26/10/2010"	"12:50:00"	127.439	123.513	116.484	21140.000	3266.670	
"26/10/2010"	"13:00:00"	127.637	123.612	116.616	22400.000	3430.000	
"26/10/2010"	"13:10:00"	127.472	123.678	116.517	25200.000	3943.330	
"26/10/2010"	"13:20:00"	127.010	123.117	115.989	25200.000	3896.670	
"26/10/2010"	"13:30:00"	125.922	121.929	114.966	25340.000	3920.000	
"26/10/2010"	"13:40:00"	125.262	121.170	114.438	25760.000	3966.670	
"26/10/2010"	"13:50:00"	125.328	121.005	114.405	24780.000	3850.000	
"26/10/2010"	"14:00:00"	125.658	121.005	114.603	24220.000	3710.000	
"26/10/2010"	"14:10:00"	125.625	120.774	114.405	24360.000	3826.670	
"26/10/2010"	"14:20:00"	125.625	120.774	114.306	23100.000	3616.670	
"26/10/2010"	"14:30:00"	125.658	120.774	114.207	21280.000	3313.330	
"26/10/2010"	"14:40:00"	125.823	120.774	114.372	21560.000	3290.000	
"26/10/2010"	"14:50:00"	125.856	121.005	114.570	21280.000	3220.000	
"26/10/2010"	"15:00:00"	126.186	121.434	114.834	22260.000	3406.670	
"26/10/2010"	"15:10:00"	126.780	122.061	115.230	20860.000	3220.000	
"26/10/2010"	"15:20:00"	126.911	122.325	115.362	21280.000	3313.330	
"26/10/2010"	"15:30:00"	127.010	122.358	115.560	19600.000	2986.670	
"26/10/2010"	"15:40:00"	127.439	122.787	116.121	19740.000	3010.000	
"26/10/2010"	"15:50:00"	128.264	123.777	117.144	20300.000	3056.670	
"26/10/2010"	"16:00:00"	128.627	124.437	117.672	20440.000	3080.000	
"26/10/2010"	"16:10:00"	128.561	124.404	117.507	21420.000	3290.000	
"26/10/2010"	"16:20:00"	128.825	124.734	117.870	22820.000	3523.330	
"26/10/2010"	"16:30:00"	129.287	125.262	118.200	21560.000	3360.000	
"26/10/2010"	"16:40:00"	129.452	125.394	118.365	20020.000	3080.000	
"26/10/2010"	"16:50:00"	129.650	125.922	118.497	20860.000	3220.000	
"26/10/2010"	"17:00:00"	130.574	126.780	119.421	20580.000	3173.330	
"26/10/2010"	"17:10:00"	131.432	127.703	120.279	18480.000	2800.000	
"26/10/2010"	"17:20:00"	131.597	128.033	120.609	20160.000	3033.330	
"26/10/2010"	"17:30:00"	130.871	127.406	119.982	22680.000	3453.330	
"26/10/2010"	"17:40:00"	129.254	125.691	118.167	24920.000	3873.330	
"26/10/2010"	"17:50:00"	126.384	122.259	114.999	23800.000	3733.330	
"26/10/2010"	"18:00:00"	125.460	121.104	113.943	26040.000	4130.000	
"26/10/2010"	"18:10:00"	125.394	120.906	113.646	29260.000	4666.670	
"26/10/2010"	"18:20:00"	125.031	120.411	113.052	29120.000	4643.330	
"26/10/2010"	"18:30:00"	125.097	120.213	112.887	29820.000	4760.000	
"26/10/2010"	"18:40:00"	124.701	119.850	112.392	30100.000	4806.670	
"26/10/2010"	"18:50:00"	124.305	119.487	112.128	31780.000	5110.000	
"26/10/2010"	"19:00:00"	123.513	118.464	111.402	31640.000	5086.670	
"26/10/2010"	"19:10:00"	123.315	118.365	111.105	32900.000	5320.000	
"26/10/2010"	"19:20:00"	123.150	118.167	110.940	33600.000	5390.000	
"26/10/2010"	"19:30:00"	122.952	117.771	110.610	32900.000	5273.330	
"26/10/2010"	"19:40:00"	123.018	117.804	110.577	32620.000	5250.000	
"26/10/2010"	"19:50:00"	122.424	117.144	109.818	33040.000	5320.000	
"26/10/2010"	"20:00:00"	122.391	116.979	109.818	33180.000	5343.330	
"26/10/2010"	"20:10:00"	122.259	116.880	109.719	33460.000	5413.330	
"26/10/2010"	"20:20:00"	122.688	117.408	110.148	32620.000	5250.000	
"26/10/2010"	"20:30:00"	124.503	119.256	111.930	33740.000	5436.670	
"26/10/2010"	"20:40:00"	124.470	119.124	111.765	34440.000	5530.000	
"26/10/2010"	"20:50:00"	124.635	119.388	112.029	33600.000	5390.000	
